Stations_ID, Mess_Datum, Qualitaets_Niveau, BEDECKUNGSGRAD,REL_FEUCHTE,DAMPFDRUCK,LUFTTEMPERATUR,LUFTDRUCK_STATIONSHOEHE, WINDGESCHWINDIGKEIT, LUFTTEMP_AM_ERDB_MINIMUM,LUFTTEMPERATUR_MINIMUM,LUFTTEMPERATUR_MAXIMUM, WINDSPITZE_MAXIMUM, NIEDERSCHLAGSHOEHE_IND,NIEDERSCHLAGSHOEHE,SONNENSCHEINDAUER, SCHNEEHOEHE,eor
     3015,20140223,   3,   1.7,   76.79,   6.5,    4.8, 1010.24,   2.9,   -2.7,    0.5,   10.3,   8.6,   0,   0.0,    9.267,   0,eor
     3015,20140224,   3,   0.6,   67.54,   5.8,    5.2, 1008.48,   3.5,   -2.3,    0.1,   12.3,   8.3,   0,   0.0,    9.983,   0,eor
     3015,20140225,   3,   0.4,   77.21,   6.8,    5.3, 1002.78,   3.3,   -2.7,   -0.1,   13.1,   6.7,   0,   0.0,    9.500,   0,eor
     3015,20140226,   3,   5.5,   76.00,   7.2,    6.4, 1004.15,   2.5,   -0.1,    1.3,   13.3,   4.9,   0,   0.0,    8.800,   0,eor
     3015,20140227,   3,   4.8,   79.08,   7.3,    6.0, 1003.44,   2.1,    0.0,    1.7,   11.4,   5.8,   6,   0.1,    7.167,   0,eor
     3015,20140228,   3,   6.8,   82.58,   7.2,    4.9,  994.30,   2.4,   -1.0,    1.9,    7.7,   7.3,   6,   0.0,    1.583,   0,eor
     3015,20140301,   3,   3.5,   76.88,   6.9,    5.7,  991.54,   2.8,   -2.4,    0.9,   11.8,   6.6,   0,   0.0,    8.733,   0,eor
     3015,20140302,   3,   4.4,   78.58,   7.2,    5.8,  990.96,   2.6,   -1.2,    1.3,   10.9,   8.2,   0,   0.0,    6.867,   0,eor
     3015,20140303,   3,   5.1,   76.38,   6.7,    5.2,  985.80,   4.4,   -0.4,    0.2,   10.1,  10.0,   0,   0.0,    7.333,   0,eor
     3015,20140304,   3,   7.5,   80.92,   7.5,    6.0,  991.09,   3.0,    3.4,    3.9,   11.1,   7.4,   6,   0.1,    3.683,   0,eor
     3015,20140305,   3,   7.0,   87.71,   8.1,    5.9, 1003.44,   1.9,    0.4,    2.8,    9.6,   5.0,   6,   0.1,    0.683,   0,eor
     3015,20140306,   3,   6.0,   90.50,   8.2,    5.5, 1016.28,   1.5,   -3.2,    0.2,    9.0,   5.1,   6,   0.0,    1.633,   0,eor
     3015,20140307,   3,   6.4,   80.96,   6.4,    3.9, 1015.05,   2.1,   -2.2,   -2.4,   11.0,   5.2,   0,   0.0,    8.317,   0,eor
     3015,20140308,   3,   2.5,   59.13,   5.5,    6.6, 1019.91,   2.2,   -2.3,    1.4,   12.8,   6.5,   0,   0.0,    9.067,   0,eor
     3015,20140309,   3,   2.7,   64.75,   6.4,    7.5, 1020.39,   3.1,   -1.8,    0.7,   16.6,   6.7,   0,   0.0,   10.033,   0,eor
     3015,20140310,   3,   1.2,   52.38,   5.7,    8.9, 1014.45,   2.5,   -2.1,    2.1,   16.6,   6.5,   0,   0.0,   10.783,   0,eor
     3015,20140311,   3,   0.0,   62.50,   6.7,    7.9, 1017.85,   2.5,   -3.3,    0.6,   14.5,   8.1,   0,   0.0,   10.717,   0,eor
     3015,20140312,   3,   0.6,   46.58,   4.8,    8.1, 1021.46,   2.5,   -0.9,    3.3,   14.3,   6.0,   0,   0.0,   11.167,   0,eor
     3015,20140313,   3,   0.1,   43.71,   5.0,    9.6, 1015.14,   1.6,   -0.8,    3.8,   17.6,   3.8,   0,   0.0,   10.967,   0,eor
     3015,20140314,   3,   2.8,   64.54,   6.4,    7.3, 1009.50,   3.3,   -3.4,    0.5,   14.0,  10.3,   6,   2.0,   10.550,   0,eor
     3015,20140315,   1,   7.3,   61.08,   6.5,    8.1,  995.43,   8.5,    4.8,    5.2,   11.2,  20.4,   6,   2.8,    2.783,   0,eor
     3015,20140316,   1,   7.9,   87.13,   9.8,    8.6,  992.78,   8.8,    5.0,    5.2,   10.7,  20.2,   6,   1.0,    0.000,   0,eor
     3015,20140317,   1,   7.6,   77.63,   9.3,    9.7,  999.83,   7.7,    7.1,    8.3,   11.6,  17.2,   6,   0.1,    0.083,   0,eor
     3015,20140318,   1,   7.3,   72.75,   8.7,    9.7,  999.38,   5.0,    6.4,    7.4,   12.3,  11.6,   6,   2.5,    0.717,   0,eor
     3015,20140319,   1,   7.8,   85.13,   9.5,    8.7, 1001.38,   6.3,    5.8,    5.9,   11.0,  15.0,   6,   1.1,    0.267,   0,eor
     3015,20140320,   1,   3.8,   59.04,   8.4,   12.6, 1003.91,   4.6,    5.7,    7.3,   18.8,  10.9,   0,   0.0,   10.767,   0,eor
     3015,20140321,   1,   4.2,   51.04,   8.2,   14.7,  995.06,   6.7,    3.6,    5.9,   21.5,  19.3,   6,   0.6,    9.417,   0,eor
     3015,20140322,   1,   7.2,   87.58,   9.6,    8.3,  992.82,   2.7,    3.8,    5.2,   13.9,  10.3,   6,   4.3,    3.150,   0,eor
     3015,20140323,   1,   7.6,   82.54,   8.1,    6.7,  992.70,   2.3,    3.5,    4.8,    8.7,   6.6,   6,   0.9,    0.000,   0,eor
     3015,20140324,   1,   7.8,   93.17,   7.8,    4.4,  996.60,   2.2,    0.3,    1.9,    6.9,   6.6,   6,   5.1,    0.000,   0,eor
     3015,20140325,   1,   7.1,   91.71,   7.2,    3.7,  996.82,   3.0,    0.5,    1.3,    8.7,   9.3,   8,   0.3,    2.000,   0,eor
     3015,20140326,   1,   3.4,   79.00,   6.7,    5.1, 1004.15,   2.9,   -1.6,   -0.9,   10.8,   8.0,   0,   0.0,    8.317,   0,eor
     3015,20140327,   1,   2.3,   70.88,   6.9,    6.9, 1006.18,   3.5,    0.5,    2.1,   12.2,  10.2,   0,   0.0,   10.700,   0,eor
     3015,20140328,   1,   6.1,   90.88,   8.8,    6.5, 1009.13,   2.5,    0.9,    3.4,    9.2,   7.2,   0,   0.0,    0.000,   0,eor
     3015,20140329,   1,   1.1,   83.00,  10.2,   10.2, 1011.21,   2.6,    1.0,    4.0,   16.9,   6.4,   0,   0.0,   10.467,   0,eor
     3015,20140330,   1,   1.3,   56.58,   7.8,   12.9, 1005.30,   2.7,    3.8,    7.1,   19.5,   6.6,   0,   0.0,   11.633,   0,eor
     3015,20140331,   1,   5.5,   64.50,   8.3,   10.8, 1000.89,   2.0,    1.8,    5.8,   16.4,   6.2,   0,   0.0,    5.800,   0,eor
     3015,20140401,   1,   6.0,   76.21,   8.5,    8.7, 1001.23,   2.2,    0.4,    3.4,   14.7,   7.8,   0,   0.0,    8.550,   0,eor
     3015,20140402,   1,   4.0,   64.38,   8.2,   10.8,  998.15,   3.6,    4.0,    4.7,   18.1,   8.1,   0,   0.0,   10.350,   0,eor
     3015,20140403,   1,   4.0,   67.96,  10.1,   13.2,  992.79,   2.5,    4.3,    6.3,   21.6,   8.9,   0,   0.0,    8.983,   0,eor
     3015,20140404,   1,   6.5,   66.96,   8.3,   10.4,  998.80,   3.8,    5.3,    5.4,   15.4,  10.5,   6,   0.0,    7.350,   0,eor
     3015,20140405,   1,   7.5,   70.42,   8.0,    8.9, 1002.48,   3.1,    4.3,    7.0,   12.6,   8.0,   6,   0.0,    2.183,   0,eor
     3015,20140406,   1,   5.3,   70.25,   9.2,   11.3, 1004.58,   2.1,    5.1,    6.3,   17.4,   7.1,   6,   0.4,    7.267,   0,eor
     3015,20140407,   1,   6.9,   79.71,  12.8,   14.1, 1003.30,   2.7,    6.9,    9.1,   19.8,   6.7,   6,   0.7,    4.167,   0,eor
     3015,20140408,   1,   6.5,   68.83,  10.3,   12.8,  998.16,   5.5,    6.5,    7.0,   20.1,  18.5,   6,   0.8,    2.300,   0,eor
     3015,20140409,   1,   6.8,   77.25,   8.3,    8.0, 1003.45,   6.6,    4.5,    4.8,   12.5,  20.5,   6,   2.3,    3.667,   0,eor
     3015,20140410,   1,   7.4,   83.38,   8.3,    7.0, 1006.12,   3.1,    1.6,    4.3,    8.5,  10.3,   6,   0.0,    0.083,   0,eor
     3015,20140411,   1,   7.0,   75.00,   8.3,    8.9, 1006.83,   1.9,    2.4,    4.0,   13.2,   6.2,   6,   0.9,    7.200,   0,eor
     3015,20140412,   1,   6.4,   75.38,   9.4,   10.6, 1004.16,   1.5,    4.7,    6.7,   15.9,   5.6,   6,   0.4,    5.667,   0,eor

